"","Titulo","Autor","Editorial","Precio","Valoracion","Cant_coment","Cant_pag","Formato","URL"
"19","Enola Holmes 2 Y El Sorprendente Caso...","Nancy Springer;","PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A",9690,5,4,72,"Tapa Dura","https://www.linio.cl/p/enola-holmes-2-y-el-sorprendente-caso-de-lady-alistair-qbf3oy"
"20","A todos los chicos de los que me enamor<U+FFFD>...","Jenny Han","PLANETA",14390,5,5,384,"Tapa Blanda","https://www.linio.cl/p/a-todos-los-chicos-de-los-que-me-enamore--vckbji"
"21","La Cura Mortal - Maze Runner Edición Es...","James Dashner","Zig Zag SA",3790,5,7,328,NA,"https://www.linio.cl/p/la-cura-mortal-maze-runner-edicio-n-especial-opv7q4"
"22","Maze Runner Prueba de Fuego...","James Dashner","VERGARA & RIBA EDITORAS",5190,4,8,391,"Tapa Blanda","https://www.linio.cl/p/maze-runner-prueba-de-fuego-qescmo"
"23","K-book La guia definitiva del k-pop...","James Dashner","VERGARA & RIBA EDITORAS",10190,5,3,NA,NA,"https://www.linio.cl/p/k-book-la-guia-definitiva-del-k-pop-qfdxlp"
"24","LA RAZON DE ESTAR CONTIGO (LA PROMESA)...","Cameron, W. Bruce","VERGARA & RIBA EDITORAS",11490,0,0,NA,NA,"https://www.linio.cl/p/la-razon-de-estar-contigo-la-promesa--vbeb3y"
"25","Mientras Yubooh duerme...","PAULINA PALACIOS","VERGARA & RIBA EDITORAS",11390,5,1,164,NA,"https://www.linio.cl/p/mientras-yubooh-duerme-oss1jo"
"26","La promesa de Julia...","BLUE JEANS","Editorial Planeta Chilena SA",14490,1,1,544,"Tapa Blanda","https://www.linio.cl/p/la-promesa-de-julia-s17jy5"
"27","Ansiedad...","ALBERTO MONTT","Editorial Planeta Chilena SA",10190,5,3,160,"Tapa Blanda","https://www.linio.cl/p/ansiedad-toprjp"
"28","Barrio bravo...","Roberto Meléndez","PENGUIN RANDOM HOUSE GRUPO EDITORIAL SA",9690,5,21,214,NA,"https://www.linio.cl/p/barrio-bravo-s2pi1o"
"29","El Silencio De Los Malditos...","Roberto Meléndez","PENGUIN RANDOM HOUSE GRUPO EDITORIAL SA",16990,5,2,NA,NA,"https://www.linio.cl/p/el-silencio-de-los-malditos-oqbfs8"
"30","Chasing Red. Sueños Rojos...","sabelle Ronin","Montena",9690,5,3,352,NA,"https://www.linio.cl/p/chasing-red-suen-os-rojos-yminm8"
"31","Choque de Reyes. Juego de Tronos 2. Canc...","George R.R. Martin","DEBOLS!LLO",10290,5,31,928,"Tapa Blanda","https://www.linio.cl/p/choque-de-reyes-juego-de-tronos-2-cancio-n-de-hielo-y-fuego-jrf1on"
"32","Harry Potter Y La Piedra Filosofal Debol...","George R.R. Martin","DEBOLS!LLO",14990,5,1,NA,NA,"https://www.linio.cl/p/harry-potter-y-la-piedra-filosofal-debolsillo-harry-pott-jrv0ec"
"33","¿Por Qué Me Sigue La Luna? Y Otras Pre...","Gabriel Leon","PENGUIN RANDOM HOUSE GRUPO EDITORIAL SA",8390,5,5,120,"Tapa Blanda","https://www.linio.cl/p/-por-que-me-sigue-la-luna-y-otras-preguntas-jqxwcv"
"34","Donde Esta Wally?-Resolviendo El Misteri...","Gabriel Leon","PENGUIN RANDOM HOUSE GRUPO EDITORIAL SA",12690,0,0,NA,NA,"https://www.linio.cl/p/donde-esta-wally-resolviendo-el-misterio-ors7g5"
"35","Cuentos Para Niños Que Se Atreven A Ser...","Ben Brooks","Aguilar",13890,5,8,208,"Tapa Blanda","https://www.linio.cl/p/cuentos-para-nin-os-que-se-atreven-a-ser-diferentes-ju6uzm"
"36","UNPREGNANT...","Jenni Hendriks","EDICIONES URANO S.A.",12590,0,0,288,"Tapa Blanda","https://www.linio.cl/p/unpregnant-x0dm1w"
"37","Libro Harry Potter Y El Misterio Del Pr<U+FFFD>...","J K Rowling","Salamandra",22100,5,1,576,"Tapa Blanda","https://www.linio.cl/p/libro-harry-potter-y-el-misterio-del-pri-ncipe-411-vedday"
"38","Harry potter y la orden del fenix...","ROWLING","SALAMANDRA",57590,0,0,896,"Tapa Dura","https://www.linio.cl/p/harry-potter-y-la-orden-del-fenix-jq0uh6"
"39","Harry potter y el prisionero de azkaban...","ROWLING, J.K.","SALAMANDRA",41490,0,0,360,"Tapa Dura","https://www.linio.cl/p/harry-potter-y-el-prisionero-de-azkaban-oo1gcq"
"40","LA COMUNIDAD SECRETA (LIBRO OSCURIDAD 2)...","Philip Pullman","PENGUIN RANDOM HOUSE GRUPO EDITORIAL SA",12690,5,1,576,"Tapa Blanda","https://www.linio.cl/p/la-comunidad-secreta-libro-oscuridad-2--qdohgw"
"41","Harry Potter Y La Orden Del Fenix (...","Philip Pullman","PENGUIN RANDOM HOUSE GRUPO EDITORIAL SA",16990,4,6,NA,NA,"https://www.linio.cl/p/harry-potter-y-la-orden-del-fenix--onc9rc"
"42","A Dos Metros De Ti...","Rachael Lippincott","Penguin",9690,5,11,448,"Tapa Blanda","https://www.linio.cl/p/a-dos-metros-de-ti-rz0t1s"
"43","Libro Cuentos de buenas noches para niñ...","Elena Favilli","Planeta",19100,0,0,224,"Tapa Blanda","https://www.linio.cl/p/libro-cuentos-de-buenas-noches-para-nin-as-rebeldes-rz0z72"
"44","SAGA LOS ACELLERATI...","Eric Elfman y Neal Shusterman.","Empresa Editora Zig Zag SA",44390,5,1,200,"Tapa Dura","https://www.linio.cl/p/saga-los-acellerati-ondk2q"
"45","Una Familia Anormal 3...","Lyna Vallejos","PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A",8390,5,3,112,"Tapa Blanda","https://www.linio.cl/p/una-familia-anormal-3-lfs881"
"46","ANA la de Avonlea...","Lucy Maud Montgomery","PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A",14390,0,0,328,"Tapa Blanda","https://www.linio.cl/p/ana-la-de-avonlea-os73or"
"47","Tan linda y tan solita...","Josefa Araos y June García","Penguin Random House",9690,5,12,240,NA,"https://www.linio.cl/p/tan-linda-y-tan-solita-jov6l1"
"48","Harry potter y la camara secreta...","ROWLING, J.K.","SALAMANDRA",36890,0,0,288,"Tapa Dura","https://www.linio.cl/p/harry-potter-y-la-camara-secreta-v9leq2"
"49","COLOREA TUS PROPIAS POSTALES DEL VERANO...","JONES, REBECCA","DESTINO INFANTIL",27490,0,0,72,"Tapa Blanda","https://www.linio.cl/p/colorea-tus-propias-postales-del-verano-jones-rebecca-ormfuc"
"50","El Secreto Para Jóvenes...","Paul Harrington","URANO EDITORIAL",13690,0,0,192,NA,"https://www.linio.cl/p/el-secreto-para-jo-venes-lg2td3"
"51","Libro Balada De Pájaros Cantores Y Serp...","S.Collins","RBA Molino",23100,0,0,592,"Tapa Blanda","https://www.linio.cl/p/libro-balada-de-pa-jaros-cantores-y-serpientes-ylv4as"
"52","LA ULTIMA CARTA DE AMOR...","Moyes, Jojo","PENGUIN RANDOM HOUSE GRUPO EDITORIAL SA",11490,0,0,560,"Tapa Blanda","https://www.linio.cl/p/la-ultima-carta-de-amor-qg67ew"
"53","Besos rojos (Chasing Red 2)...","Isabelle Ronin","Penguin Random House",10290,5,3,320,NA,"https://www.linio.cl/p/besos-rojos-chasing-red-2--n4qzrv"
"54","Tres promesas...","Lesslie Polinesia","montena ",19000,0,0,248,"Tapa Blanda","https://www.linio.cl/p/tres-promesas-oozuu2"
"55","Que nadie te quite tus sueños - Autogra...","Ignacia Antonia","Montena",9690,3,9,144,"Tapa Blanda","https://www.linio.cl/p/que-nadie-te-quite-tus-suen-os-autografiado-por-autor-opyuu4"
"56","Harry Potter Y La Cámara Secreta-Gryffi...","J.K. Rowling","Salamandra Infantil",21100,5,1,352,"Tapa Dura","https://www.linio.cl/p/harry-potter-y-la-ca-mara-secreta-gryffindor-edicio-n-20-aniversario-onvr73"
"57","Saga Silence Hill...","Esther Sanz","Empresa Editora Zig Zag SA",18090,0,0,200,"Tapa Dura","https://www.linio.cl/p/saga-silence-hill-v9iy1u"
"58","El Niño Con El Pijama De Rayas...","John Boyne","Salamandra",9900,0,0,224,"Tapa Blanda","https://www.linio.cl/p/el-nin-o-con-el-pijama-de-rayas-jtjh80"
"59","El Mapa de los Días (El Hogar de Miss P...","Ramson Riggs","Penguin",6290,0,0,64,"Tapa Blanda","https://www.linio.cl/p/el-mapa-de-los-di-as-el-hogar-de-miss-peregrine--tmk5jk"
"60","EL LIBRO QUE TU CEREBRO NO QUIERE LEER...","DAVID DEL ROSARIO","EDICIONES URANO S.A.",14390,5,1,216,"Tapa Blanda","https://www.linio.cl/p/el-libro-que-tu-cerebro-no-quiere-leer-lhehf2"
"61","LOS TUNELES DE HUESOS...","SCHWAB, VICTORIA","EDICIONES URANO S.A.",11490,5,1,256,"Tapa Blanda","https://www.linio.cl/p/los-tuneles-de-huesos-qetnok"
"62","Harry potter y la piedra filosofal...","ROWLING, J.K.","SALAMANDRA",34590,0,0,256,"Tapa Dura","https://www.linio.cl/p/harry-potter-y-la-piedra-filosofal-jpfeve"
"63","La Brújula Dorada. La Materia Oscura...","Philip Pullman","PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A",6790,5,2,400,"Tapa Blanda","https://www.linio.cl/p/la-bru-jula-dorada-la-materia-oscura-jr3bkk"
"64","BTS...","Adrian Besley","Roca Editorial",8390,5,18,224,"Tapa Blanda","https://www.linio.cl/p/bts-qeiq6c"
"65","Billie Eilish...","Adrian Besley","Roca Editorial",10890,5,1,NA,NA,"https://www.linio.cl/p/billie-eilish-vf4gmt"
"66","MINDF*CK...","Christopher Wylie","PENGUIN RANDOM HOUSE GRUPO EDITORIAL S.A",11490,5,2,336,"Tapa Blanda","https://www.linio.cl/p/mindf-ck-ykxll7"
"67","#Amiga date cuenta...","Plaqueta y Andonella","Planeta",11390,5,8,190,"Tapa Blanda","https://www.linio.cl/p/-amiga-date-cuenta-qbj8kp"
"68","Harry Potter Y El Prisionero De Azk...","Plaqueta y Andonella","Planeta",16990,2,4,NA,NA,"https://www.linio.cl/p/harry-potter-y-el-prisionero-de-azk-ldd5zr"
"69","La Villa De Las Telas...","Plaqueta y Andonella","Grijalbo",14990,5,7,NA,NA,"https://www.linio.cl/p/la-villa-de-las-telas-os40mn"
"70","Las Tinieblas Y El Alba...","Plaqueta y Andonella","Grijalbo",32990,0,0,NA,NA,"https://www.linio.cl/p/las-tinieblas-y-el-alba-n2chhm"
"71","TENIA QUE PASAR...","Yoon, David; Yoon, David","Grijalbo",10890,5,1,NA,NA,"https://www.linio.cl/p/tenia-que-pasar-lczcxq"
"72","Wigetta Viegetta y Babyrex...","VEGETTA777  WILLYREX","Editorial Planeta Chilena SA",16190,5,1,224,"Tapa Dura","https://www.linio.cl/p/wigetta-viegetta-y-babyrex-n2ligt"
"73","Los Compas escapan de la prisión...","El Trollino , Mikecrack , Timba VK","Editorial Planeta Chilena SA",10790,5,23,244,"Tapa Blanda","https://www.linio.cl/p/los-compas-escapan-de-la-prisio-n-qfp90m"
"74","Lulú Quiere Ser Presidenta...","Josefa Araos / June García","Montena",8390,5,2,104,NA,"https://www.linio.cl/p/lulu-quiere-ser-presidenta-orm19e"
"75","La Tierra De Las Historias 3. La Adverte...","Chris Colfer","Montena",5390,5,1,504,NA,"https://www.linio.cl/p/la-tierra-de-las-historias-3-la-advertencia-de-los-grimm-orl9hm"
"76","El arte de ser normal - WILLIAMSON, LISA...","WILLIAMSON, LISA","DESTINO INFANTIL",39090,0,0,416,"Tapa Blanda","https://www.linio.cl/p/el-arte-de-ser-normal-williamson-lisa-ju79ku"
"77","Regreso al Reino de la Fantasía - STILT...","STILTON,GERONIMO","DESTINO INFANTIL",45990,0,0,384,"Tapa Dura","https://www.linio.cl/p/regreso-al-reino-de-la-fantasi-a-stilton-geronimo-tnuqx4"
"78","Sanctum (Saga Asylum #2)...","Madeleine Roux","Vergara Y Riba Editoras",12900,0,0,344,"Tapa Blanda","https://www.linio.cl/p/sanctum-saga-asylum-2--rygg0y"
"79","Escape De Asylum (Asylum #0.5)...","Madeleine Roux","Vergara Y Riba Editoras",12900,5,1,339,"Tapa Blanda","https://www.linio.cl/p/escape-de-asylum-asylum-05--lcb21u"
"80","Catacomb (Saga Asylum #3)...","Madelaine Roux","Vergara Y Riba Editoras",12900,5,1,344,"Tapa Blanda","https://www.linio.cl/p/catacomb-saga-asylum-3--mzuejm"
"81","RESISTENCIA DE LA REINA LA...","Rebecca Ross","EDICIONES URANO S.A.",14490,0,0,448,"Tapa Blanda","https://www.linio.cl/p/resistencia-de-la-reina-la-lhehes"
"82","Un Viejo Que Leía Novelas De Amor...","Luis Sepulveda","Tusquets",9900,0,0,135,"Tapa Blanda","https://www.linio.cl/p/un-viejo-que-lei-a-novelas-de-amor-jp7b9i"
"83","Libro El Cuaderno De Desafíos De Dash &...","R.Cohn;D.Levithan","Puck",20000,0,0,288,"Tapa Blanda","https://www.linio.cl/p/libro-el-cuaderno-de-desafi-os-de-dash-amp-amp-lily-928-n0i98k"
"84","Cuentos De Buenas Noches Para Niñas Reb...","E.Favilli","Planeta",21000,0,0,224,"Tapa Blanda","https://www.linio.cl/p/cuentos-de-buenas-noches-para-nin-as-rebeldes-100-tp0yyq"
"85","Mandalas para reforzar la autoestima - V...","VV.AA.","TERAPIAS VERDES",12690,0,0,40,"Tapa Blanda","https://www.linio.cl/p/mandalas-para-reforzar-la-autoestima-vvaa-terapias-verdes-tog5r4"
"86","Maravillosa Redención (Hermanos Maddox...","Jamie Mcguire","Suma",10000,5,1,348,"Tapa Blanda","https://www.linio.cl/p/maravillosa-redencio-n-hermanos-maddox-2--vajek7"
"87","El Ejercito Negro 3 El Reino De La Luz...","Santiago García-Clairac","SM",13900,0,0,691,"Tapa Dura","https://www.linio.cl/p/el-ejercito-negro-3-el-reino-de-la-luz-jtbs7a"
"88","La Invención De Hugo Cabret (TD)...","Selznick, Brian","SM",15900,0,0,534,"Tapa Dura","https://www.linio.cl/p/la-invencio-n-de-hugo-cabret-td--ve4hye"
"89","Tempus Fugit. Ladrones De Almas...","Javier Ruescas","SM",11900,0,0,296,"Tapa Blanda","https://www.linio.cl/p/tempus-fugit-ladrones-de-almas-ymt44p"
"90","El Chupacabras De Pirque...","Pepe Pelayo","Santillana",7900,0,0,152,"Tapa Blanda","https://www.linio.cl/p/el-chupacabras-de-pirque-tpdx4j"
"91","BTS. Demuestra Tu Nivel Fan...","Kate Hamilton","Roca",7900,0,0,96,"Tapa Blanda","https://www.linio.cl/p/bts-demuestra-tu-nivel-fan-qew584"
"92","La Ultima Canción Oferta!!!...","Nicholas Sparks","Roca",15000,0,0,320,"Tapa Blanda","https://www.linio.cl/p/la-ultima-cancio-n-oferta--tqg1r9"
"93","Confesiones De Una Soltera...","Paola Molina","Penguin Random House",8390,5,17,134,NA,"https://www.linio.cl/p/confesiones-de-una-soltera-ooo39x"
"94","Anoche en las trincheras...","Alberto Villarreal","Planeta",10590,0,0,184,"Tapa Blanda","https://www.linio.cl/p/anoche-en-las-trincheras-le2i0h"
"95","Mi Abuela, La Loca / Planeta Lector...","José Ignacio Valenzuela","Planeta",7900,5,1,94,"Tapa Blanda","https://www.linio.cl/p/mi-abuela-la-loca-planeta-lector-s195sr"
"96","La Tregua Libro Oferta!!!...","Mario Benedetti","Planeta Lector",6900,0,0,232,"Tapa Blanda","https://www.linio.cl/p/la-tregua-libro-oferta--tmho02"
"97","Aristóteles Y Dante Descubren Los Secre...","Benjamin Alire Sáenz","Planeta",12000,0,0,328,"Tapa Blanda","https://www.linio.cl/p/aristo-teles-y-dante-descubren-los-secretos-del-universo-vcxvzw"
"98","Las cronicas de Narnia 2: El leon, la br...","C. S. Lewis","Editorial Planeta Chilena SA",8390,5,1,280,"Tapa Blanda","https://www.linio.cl/p/las-cronicas-de-narnia-2-el-leon-la-bruja-y-el-a-oq9m7d"
"99","Nerve - Un Juego Sin Reglas...","Jeanne Ryan","Alfaguara",10290,5,7,400,NA,"https://www.linio.cl/p/nerve-un-juego-sin-reglas-qdjurq"
"100","A Dos Metros De Ti PENGUIN RANDOM HOUSE...","Jeanne Ryan","Alfaguara",14990,0,0,NA,NA,"https://www.linio.cl/p/a-dos-metros-de-ti-penguin-random-house-grupo-editorial-sa-market-self-tocbp5"
"101","El Diablo a Todas Horas...","Jeanne Ryan","Alfaguara",14490,0,0,NA,NA,"https://www.linio.cl/p/el-diablo-a-todas-horas-s0hgsm"
"102","Estrella / Roberto Fuentes...","Roberto Fuentes","Nube de Tinta",8900,0,0,90,"Tapa Blanda","https://www.linio.cl/p/estrella-roberto-fuentes-jprwss"
"103","Equipo Tekendo en el reino de cucharalia...","TEKENDO","Editorial Planeta Chilena SA",10790,5,1,192,"Tapa Blanda","https://www.linio.cl/p/equipo-tekendo-en-el-reino-de-cucharalia-qdo7gd"
"104","Mi Corazón En Los Días Grises...","Jasmine Warga","Montena",9900,0,0,288,"Tapa Blanda","https://www.linio.cl/p/mi-corazo-n-en-los-di-as-grises-qeapmc"
"105","Play / Javier Ruescas...","Javier Ruescas","Montena",8900,0,0,512,"Tapa Blanda","https://www.linio.cl/p/play-javier-ruescas-vaimqw"
"106","Despedida (Medianoche 3)...","Claudia Gray","Montena",13000,5,2,336,"Tapa Blanda","https://www.linio.cl/p/despedida-medianoche-3--wyn2je"
"107","Libro La Llave Negra -...","Amy Ewig","Editorial VRYA",12500,5,1,328,"Tapa Blanda","https://www.linio.cl/p/libro-la-llave-negra--ospslq"
"108","Libro Amor De Invierno...","Jazmín Riera","Planeta",16000,0,0,312,"Tapa Blanda","https://www.linio.cl/p/libro-amor-de-invierno-ykl1gt"
"109","Aoha ride - SAKISAKA, IO - IVREA...","SAKISAKA, IO","IVREA",18390,0,0,192,"Tapa Blanda","https://www.linio.cl/p/aoha-ride-sakisaka-io-ivrea-vbzi82"
"110","El Mundo Azul Ama Tu Caos...","Albert Espinosa","Grijalbo",11000,5,3,216,"Tapa Blanda","https://www.linio.cl/p/el-mundo-azul-ama-tu-caos-qaqfk2"
"111","Garfield 2014-2016 nº 19...","Jim Davis","Editorial Planeta Chilena SA",13790,3,1,328,"Tapa Blanda","https://www.linio.cl/p/garfield-2014-2016-no-19-jpxwu1"
"112","Crepúsculo: Décimo Aniversario / Vida...","Stephanie Meyer","Alfaguara Juvenil",15690,0,0,NA,NA,"https://www.linio.cl/p/crepu-sculo-de-cimo-aniversario-vida-y-muerte-s2cd2l"
"113","Prueba de Fuego - Maze Runner 2. Edició...","James Dashner","V&R",8590,5,3,368,NA,"https://www.linio.cl/p/prueba-de-fuego-maze-runner-2-edicio-n-especial-tr0vrp"
"114","Luisa 1912...","Daniela Viviani","PLANETA",10790,0,0,308,"Tapa Blanda","https://www.linio.cl/p/luisa-1912-qayfbz"
"115","Harry Potter Y El Misterio Del Príncipe...","J.K.Rowling","Salamandra Bolsillo",18100,5,1,608,"Tapa Blanda","https://www.linio.cl/p/harry-potter-y-el-misterio-del-pri-ncipe-wylod5"
"116","El Libro de las Chicas Audaces...","Emma Wonder","Empresa Editora Zig Zag SA",3590,0,0,167,"Tapa Dura","https://www.linio.cl/p/el-libro-de-las-chicas-audaces-joy5u1"
"117","Que nos Hace Humanos...","Jeff Garvin","Empresa Editora Zig Zag SA",5590,5,1,408,NA,"https://www.linio.cl/p/que-nos-hace-humanos-lhu5hw"
"118","Wigetta y El Antidoto Secreto...","Jeff Garvin","Empresa Editora Zig Zag SA",13990,0,0,NA,NA,"https://www.linio.cl/p/wigetta-y-el-antidoto-secreto-n51soq"
"119","Descorchados 2020 Editorial Planeta...","Jeff Garvin","Empresa Editora Zig Zag SA",16990,0,0,NA,NA,"https://www.linio.cl/p/descorchados-2020-editorial-planeta-x29vlq"
"120","Este Libro Te Quiere...","PewDiePie","Editorial Planeta Chilena",3990,0,0,280,NA,"https://www.linio.cl/p/este-libro-te-quiere-jt6fan"
"121","Silber. El Tercer Libro De Los Sueños...","Kerstin Gier","B De Blok",9000,0,0,400,"Tapa Blanda","https://www.linio.cl/p/silber-el-tercer-libro-de-los-suen-os-n20f6i"
"122","Siempre Amigos. La Amistad de Adolescent...","Danielle Steel","Plaza & Janés",29900,0,0,304,"Tapa Blanda","https://www.linio.cl/p/siempre-amigos-la-amistad-de-adolescentes-y-conflictos-familiares-oqs1uc"
"123","#Chupaelperro (Chupa El Perro)...","Germán Garmendía","Alfaguara",9000,0,0,172,"Tapa Blanda","https://www.linio.cl/p/-chupaelperro-chupa-el-perro--lgwe8i"
"124","La Emperatriz De Los Etéreos...","Laura Gallego","Alfaguara",8000,1,1,312,"Tapa Blanda","https://www.linio.cl/p/la-emperatriz-de-los-ete-reos-n4kr9y"
"125","Alguien Tiene Un Secreto...","Karen McManus","Penguin Random House",10890,0,0,368,"Tapa Blanda","https://www.linio.cl/p/alguien-tiene-un-secreto-oqdax2"
"126","Attachments (Español)...","Rainbow Rowell","Alfaguara",8000,0,0,368,"Tapa Blanda","https://www.linio.cl/p/attachments-espan-ol--s3lrb4"
"127","Lulú En Vacaciones / Alfaguara...","Josefa Araos y June Garcia","Alfaguara",8000,0,0,92,"Tapa Blanda","https://www.linio.cl/p/lulu-en-vacaciones-alfaguara-tr6084"
"128","En Las Montañas De La Locura (Clásicos...","Josefa Araos y June Garcia","Alfaguara",16990,0,0,NA,NA,"https://www.linio.cl/p/en-las-montan-as-de-la-locura-cla-sicos-zigzag-grandes-cla-sicos-jtga6v"
"129","Y Todo Arde Zigzag Literatura Juvenil...","Josefa Araos y June Garcia","Alfaguara",13990,0,0,NA,NA,"https://www.linio.cl/p/y-todo-arde-zigzag-literatura-juvenil-leltzv"
"130","Horacio Quiroga Cuentos Esenciales Zigza...","Josefa Araos y June Garcia","Alfaguara",9990,5,1,NA,NA,"https://www.linio.cl/p/horacio-quiroga-cuentos-esenciales-zigzag-literatura-oqa03x"
"131","La Zona Roja...","Silvia Vecchini","EMPRESA EDITORA ZIGZAG S.A",9090,0,0,144,"Tapa Blanda","https://www.linio.cl/p/la-zona-roja-qc3ool"
"132","Arboles Zigzag Biografías...","Silvia Vecchini","EMPRESA EDITORA ZIGZAG S.A",16990,0,0,NA,NA,"https://www.linio.cl/p/arboles-zigzag-biografi-as-s1y2dn"
"133","Los Fantásticos Libros Voladores Del Sr...","Silvia Vecchini","EMPRESA EDITORA ZIGZAG S.A",10990,5,1,NA,NA,"https://www.linio.cl/p/los-fanta-sticos-libros-voladores-del-sr-morris-le-zigzag-vd0syf"
"134","Struck (Saga Struck #1)...","Joss Stirling","V & R Editoras",12000,0,0,400,"Tapa Blanda","https://www.linio.cl/p/struck-saga-struck-1--qegl28"
"135","CUADROS FAMOSOS PARA COLOREAR - MEREDITH...","MEREDITH, SUSAN","USBORNE",15990,0,0,32,"Tapa Blanda","https://www.linio.cl/p/cuadros-famosos-para-colorear-meredith-susan-n2ask2"
"136","HIJO INFINITO EL...","SILVERA, ADAM","EDICIONES URANO S.A.",12590,0,0,320,"Tapa Blanda","https://www.linio.cl/p/hijo-infinito-el-lc1kyi"
"137","HORA DE BRILLAR...","Angie Thomas","EDICIONES URANO S.A.",11990,0,0,416,"Tapa Blanda","https://www.linio.cl/p/hora-de-brillar-tr37vy"
"138","ESCUELA DEL BIEN Y DEL MAL LA (Libro 3 -...","CHAINANI, SOMAN","EDICIONES URANO S.A.",12590,0,0,640,"Tapa Blanda","https://www.linio.cl/p/escuela-del-bien-y-del-mal-la-libro-3-el-ultimo-para-siempre--v99nx6"
"139","POET X...","ELISABETH ACEVEDO","EDICIONES URANO S.A.",11990,0,0,352,"Tapa Blanda","https://www.linio.cl/p/poet-x-x25wv8"
"140","ESCUELA DEL BIEN Y DEL MAL LA (Libro 2 -...","CHAINANI, SOMAN","EDICIONES URANO S.A.",10790,0,0,448,"Tapa Blanda","https://www.linio.cl/p/escuela-del-bien-y-del-mal-la-libro-2-un-mundo-sin-principes--ykccwq"
"141","DULCE DESPEDIDA...","CHAINANI, SOMAN","EDICIONES URANO S.A.",15590,0,0,NA,NA,"https://www.linio.cl/p/dulce-despedida-tm9091"
"142","Libro Harry Potter Y Las Reliquias De La...","J K Rowling","Salamandra",23100,0,0,640,"Tapa Blanda","https://www.linio.cl/p/libro-harry-potter-y-las-reliquias-de-la-muerte-190-n0ilm6"
"143","Libro Los Compas Y El Diamantito Legenda...","El Trollino-Timba BK - Mikecrack","Martinez De Roca",17000,5,2,240,"Tapa Blanda","https://www.linio.cl/p/libro-los-compas-y-el-diamantito-legendario-ot1k4m"
"144","Libro Todo Es Mentira -551-...","E. Lockhart","Penguin Random House",12500,0,0,272,"Tapa Blanda","https://www.linio.cl/p/libro-todo-es-mentira-551--oswl58"
"145","Libro Alegría Y Sofía 2- Clase 7° B...","D.Thiers","Planeta Comic",12400,5,1,116,"Tapa Blanda","https://www.linio.cl/p/libro-alegri-a-y-sofi-a-2-clase-7-b-qg0zvk"
"146","Libro Cuentos De Buenas Noches Para Niñ...","E.Favilli; F.Cavallo","Planeta",20100,0,0,224,"Tapa Blanda","https://www.linio.cl/p/libro-cuentos-de-buenas-noches-para-nin-as-rebeldes-2-864--s12lm3"
"147","Aristóteles Y Dante Descubren Los Secre...","Benjamin Alire","Destino",16600,0,0,328,"Tapa Blanda","https://www.linio.cl/p/aristo-teles-y-dante-descubren-los-secretos-del-un-s3z69f"
"148","Libro Lady Pecas. Locuras Lejos De Casa...","Daniela Haack","Montena",10500,0,0,192,"Tapa Blanda","https://www.linio.cl/p/libro-lady-pecas-locuras-lejos-de-casa-129--wymyng"
"149","Los Viajes Secretos De Pascualina. La Ni...","Miguel Ferrara / Francisca Solar","The Pink Fire",10000,5,1,296,"Tapa Blanda","https://www.linio.cl/p/los-viajes-secretos-de-pascualina-la-nin-a-del-sombrero-brujo-qei1h6"
"150","Festival De La Blasfemia...","Angel David Revilla (Dross)","Temas de Hoy",9900,0,0,162,"Tapa Dura","https://www.linio.cl/p/festival-de-la-blasfemia-jsxq0q"
"151","Con Cada Espacio De Mi Corazon...","David Montoya","Temas de Hoy",9900,0,0,216,"Tapa Blanda","https://www.linio.cl/p/con-cada-espacio-de-mi-corazon-qaxm1k"
"152","Rebelión...","Jorge Baradit","Sudamericana",4790,5,3,100,"Tapa Blanda","https://www.linio.cl/p/rebelio-n-ve5p40"
"153","Sofia no esta bien .Una Historia de Amor...","Macarena Atria","Suma de Letras",5390,5,1,240,NA,"https://www.linio.cl/p/sofia-no-esta-bien-una-historia-de-amor-oonvif"
"154","Te Regalaré Las Estrellas...","Jojo Mojes","Suma De Letras",12790,0,0,512,"Tapa Blanda","https://www.linio.cl/p/te-regalare-las-estrellas-qfjt3c"
"155","Latidos / Javier Ruescas...","RUESCAS, JAVIER; MIRALLES, FRANCESC","SM",11900,0,0,224,"Tapa Blanda","https://www.linio.cl/p/latidos-javier-ruescas-jpsie9"
"156","Todo, Todo ¿Es Cierto Que El Amor Lo Ca...","Nicola Yoon","SM",11900,0,0,320,"Tapa Blanda","https://www.linio.cl/p/todo-todo-es-cierto-que-el-amor-lo-cambia-todo--jsomvf"
"157","Valkiria Game Over / SM...","David Lozano Garbala","SM",11900,0,0,360,"Tapa Blanda","https://www.linio.cl/p/valkiria-game-over-sm-qcjbz5"
"158","Requiem (Delirium #3)...","Lauren Oliver","SM",12000,5,1,448,"Tapa Blanda","https://www.linio.cl/p/requiem-delirium-3--wwviow"
"159","La Guerra Que Salvo Mi Vida...","Kimberly Brubaker","Santillana",7900,0,0,320,"Tapa Blanda","https://www.linio.cl/p/la-guerra-que-salvo-mi-vida-n0bdny"
"160","Los Cuentos De Beedle El Bardo (Ilustrad...","Joanne K. Rowling","Salamandra",29900,0,0,160,"Tapa Dura","https://www.linio.cl/p/los-cuentos-de-beedle-el-bardo-ilustrado-td--leipaq"
